   time      numb     lati     long      area       tilt
20110516   11217    -24.34    267.93      22.0       -8.43
20110520   11218    -15.90    166.78      12.0      -22.05
20110522   11220     12.91    246.11      17.0      -25.43
20110522   11221    -17.92    240.69       5.0       45.42
20110527   11223    -16.02    113.75      63.0       10.12
20110528   11224     20.56    131.68     245.0       -9.15
20110601   11225     16.89     57.75      28.0       16.09
20110530   11226    -20.74     36.79     528.0       13.38
20110601   11227    -20.46     19.26     118.0       18.03
20110601   11228     17.11     19.40     177.0       12.34
20110531   11229     15.83     40.33      54.0        7.00
20110602   11230     19.62      6.24      20.0       23.34
20110602   11231      9.71    349.74      28.0       19.15
20110606   11232      9.26    337.05      95.0      -55.95
20110531   11233    -18.06     24.10      90.0        4.72
20110616   11234    -14.95    247.08     267.0       12.83
20110613   11235     14.93    253.80       2.0       28.88
20110616   11236     16.75    166.32     522.0       -4.35
20110623   11237    -17.27    132.22      13.0       42.97
20110620   11239     16.93    146.15      20.0       -7.32
20110623   11240    -19.31    116.74      60.0        6.29
20110625   11241     19.32    110.40      57.0        3.71
20110630   11242     17.10     56.26     160.0       37.47
20110705   11243     16.97    354.29     165.0        4.18
20110704   11244     15.39     26.18     131.0       15.43
20110708   11245     13.36    236.23      46.0       11.52
20110708   11246     15.71    327.56      15.0      -21.15
20110710   11247    -18.71    268.86     101.0        5.61
20110712   11248     22.24    220.13       2.0       20.60
20110710   11249    -16.73    242.68      28.0        0.95
20110712   11250    -27.03    209.63     176.0       -5.46
20110716   11251     16.25    169.15     144.0       39.23
20110717   11252     25.01    143.63       6.0        6.64
20110720   11254    -22.69    136.25     240.0        3.12
20110717   11255     18.38    152.36      18.0        4.40
20110715   11256      8.72    152.78      34.0       -7.13
20110717   11257     19.97    218.25     155.0       -9.48
20110719   11258     12.14    186.79      14.0       24.12
20110721   11259     24.74     77.62     157.0       14.54
20110730   11260     19.53      0.71     490.0       -3.05
20110801   11261     16.28    330.73     697.0      -17.46
20110727   11262     17.95     66.02      30.0       21.10
20110802   11263     17.28    301.15    1000.0       -5.58
20110802   11264    -23.45    326.85      11.0        4.82
20110731   11265     18.12     31.12      23.0       30.16
20110809   11266     19.72    241.54     115.0       20.24
20110806   11267    -16.49    241.64      86.0       14.68
20110806   11268     18.78    222.44      18.0        5.19
20110811   11269    -21.97    173.37      22.0       38.49
20110812   11270     23.42    135.55      15.0        1.42
20110818   11271     16.02     60.47     507.0      -10.96
20110822   11272    -21.25     53.27     133.0        3.32
20110818   11273    -18.18    114.15      16.0      -12.57
20110822   11274     19.01    358.65      42.0        1.61
20110823   11275      7.77    348.26      33.0        9.78
20110830   11277     18.16    299.59      88.0       10.03
20110826   11278     16.47     46.38      23.0       26.83
20110829   11279     13.62    291.28     166.0       10.74
20110827   11280     17.80    329.07      34.0       -8.65
20110901   11281    -20.01    258.56     236.0      -28.18
20110902   11282     24.30    300.32     226.0       19.77
20110903   11283     13.62    223.15     416.0        9.60
20110826   11284    -18.55    355.55       7.0       10.13
20110830   11285     29.44    336.42       5.0       -2.49
20110902   11286     17.56    325.16      20.0      -29.28
20110905   11287    -30.07    183.56     153.0       12.04
20110905   11288     19.07    183.91      15.0      -30.21
20110910   11289     23.19    129.50     591.0      -22.71
20110912   11290    -13.36    139.01      94.0       35.40
20110910   11291     23.56    155.54      16.0       14.66
20110913   11292      9.14     77.23      89.0       -3.75
20110915   11293     17.78    138.86      75.0        3.24
20110914   11294    -16.39    101.12      53.0        4.83
20110922   11295     22.87     57.78     667.0       -2.56
20110915   11296     25.94     42.05     309.0       17.70
20110915   11297    -17.21    151.80     250.0       13.13
20110916   11298     16.49     50.43     102.0       13.26
20110918   11299    -19.70     61.89     107.0       -9.37
20110919   11300     25.08     95.33     114.0       -8.23
20110921   11301     19.99    328.41     251.0      -25.55
20110924   11302     13.19    280.85    1553.0       15.97
20110924   11303    -28.62     34.72      47.0      -19.64
20110926   11304     12.34    309.62      59.0       -2.83
20111002   11305     11.20    249.87     352.0       -1.41
20110930   11306     13.54    229.23      59.0       48.44
20111001   11307     14.59    200.40      50.0       15.47
20111006   11308    -26.41    177.05       6.0       -5.06
20111004   11309     23.14    156.00     255.0       37.90
20111004   11310    -33.46    194.35      49.0       -2.90
20111005   11311    -11.73    178.43     106.0       12.96
20111015   11312     23.23    119.36     345.0       61.63
20111010   11313    -14.50    117.65     238.0       -1.02
20111011   11314     26.93     58.20     483.0      -16.92
20111010   11315     19.91    110.58      93.0       -3.59
20111014   11316    -12.33     48.52     456.0        8.38
20111016   11317    -26.76     36.91     103.0       17.73
20111013   11318     20.28     97.38      63.0       40.96
20111017   11319      9.81     52.75     643.0       22.52
20111014   11320    -21.21    115.73      21.0      -12.31
20111018   11321    -14.64      2.25      42.0      -10.52
20111016   11322    -26.93    103.59      71.0       26.06
20111020   11324     11.71    304.98     603.0       12.04
20111022   11325     15.31    279.13     288.0       14.39
20111020   11326     15.05     21.39      29.0       24.18
20111022   11327    -21.24    333.66     268.0       28.96
20111021   11328     18.54    325.65      31.0       25.12
20111021   11329    -30.59     14.64      64.0       36.97
20111025   11330      7.99    249.56     753.0       14.23
20111023   11331     10.37      7.27      35.0        7.82
20111027   11332     31.49    217.44      61.0       81.56
20111028   11333     14.92    243.23      66.0        0.62
20111031   11334     11.99    190.57     153.0       -7.84
20111031   11335     18.12    184.84      19.0       20.56
20111101   11336     12.58    149.41      85.0      -43.41
20111103   11337     17.61    135.05      37.0        6.29
20111103   11338    -13.77    120.94     408.0      -29.55
20111104   11339     19.54    104.80    1928.0        5.77
20111108   11340     -8.89     72.92     142.0       52.70
20111107   11341      9.45     55.86     258.0        5.15
20111108   11342     16.74     64.19     282.0       18.40
20111109   11343     28.08     44.85     212.0       -6.69
20111108   11344    -22.63    102.21      23.0       30.14
20111111   11345    -25.25     86.96     121.0       -6.29
20111115   11346    -18.18    338.82     200.0       31.50
20111114   11347      8.44    346.68      51.0        5.46
20111115   11349     16.56     19.05      19.0       23.25
20111116   11350     26.64    306.12     168.0        5.85
20111118   11352    -23.71    284.54     197.0       -1.75
20111123   11353      8.44    260.50      39.0        1.59
20111119   11354    -15.56    266.52     288.0        5.02
20111121   11355     14.05    252.32     225.0       12.67
20111122   11356     14.71    231.38     316.0       13.17
20111123   11357     18.74    314.13      91.0        3.50
20111126   11358     19.58    192.02     324.0       21.69
20111125   11359     16.43    298.57      57.0       11.10
20111125   11360     17.46    222.95     186.0       17.02
20111202   11361     18.85    173.28     155.0       12.04
20111202   11362      8.01    128.87     345.0       10.60
20111204   11363    -21.55    107.30     735.0      -12.65
20111202   11364     19.31    104.63     133.0      -19.24
20111204   11365     19.37    123.99     167.0      -11.89
20111205   11366     17.91     60.79     141.0       42.59
20111205   11367    -17.99     77.94      30.0       21.50
20111205   11368    -16.49     46.75      23.0      -27.68
20111206   11369     24.65     65.70      16.0       29.57
20111207   11370    -25.48     75.83      30.0       12.49
20111207   11371      9.15     59.67      17.0        5.61
20111209   11372      7.98     42.55      53.0       12.32
20111208   11373    -29.75     98.81      30.0        1.85
20111211   11374    -17.57    352.53     292.0      -49.50
20111210   11375      9.24    356.01     152.0      -11.57
20111221   11376     18.84    307.44     307.0        2.24
20111215   11377     12.11    298.92     103.0        0.80
20111216   11378    -16.91    323.47      31.0       17.14
20111217   11379    -29.38    323.16      24.0        6.68
20111227   11380    -21.41    228.26     345.0       -1.10
20111220   11381    -18.58    265.98     117.0      -23.47
20111221   11382    -17.56    260.34     344.0       17.23
20111222   11383      2.95    208.68      31.0       18.89
20111223   11384     12.86    198.23     695.0       15.25
20111222   11385    -31.04    225.40      28.0       39.11
20111226   11386    -18.42    148.63     306.0       30.00
20120101   11388    -23.60    101.83     149.0       19.89
20111230   11389    -22.14     82.79     701.0       29.51
20120104   11390     10.18    123.61     222.0        1.75
20120104   11391     12.02     12.59     596.0        3.38
20120107   11392     20.32     69.22      78.0       41.19
20120109   11393     16.76     54.92     885.0        8.16
20120107   11394     18.94    356.24       6.0      -45.79
20120109   11395     20.79    311.19     178.0       86.28
20120115   11396     25.11    287.13     189.0       -3.73
20120113   11397    -20.01    277.09      70.0       -5.75
20120115   11398     12.50    316.40     130.0        1.34
20120116   11399    -22.97    223.36      17.0      -21.34
20120114   11400    -13.79    295.79       8.0      -51.46
20120119   11401     16.89    214.00     749.0       17.37
20120117   11402     28.76    213.11     709.0       14.03
20120118   11403    -18.54    251.86      20.0       27.11
20120116   11404     11.78    295.08      17.0        3.80
20120118   11405     11.87    200.29      62.0       21.19
20120117   11406    -21.68    310.47      33.0       20.31
20120121   11407     17.76    228.35     117.0        1.68
20120124   11408      7.91    131.56     176.0       30.36
20120121   11409     17.03    149.49       7.0      -34.07
20120131   11410     17.80     59.80     318.0       16.83
20120131   11411    -27.14     97.30      47.0       42.38
20120129   11412    -14.31    136.64      18.0        0.81
20120202   11413      8.47     62.37     228.0       -8.64
20120204   11414     -5.30     36.21      15.0        1.00
20120208   11415      9.62     24.97      45.0        8.19
20120211   11416    -18.71    286.96     580.0       18.14
20120211   11417     16.61    237.11      46.0       13.56
20120212   11418    -23.96    258.28      23.0       37.99
20120214   11419     28.61    199.18      96.0       29.71
20120217   11420     10.94    195.35     122.0       -9.07
20120223   11421     14.13    131.65      18.0      -18.02
20120220   11422     15.61    176.97     529.0       15.11
20120225   11423     16.77     56.84     157.0      -27.49
20120226   11424      7.31     47.27      29.0        4.95
20120226   11425     18.32     74.10      12.0       -9.94
20120228   11426     10.92     75.59      15.0       -6.04
20120302   11427     14.19     37.07      36.0       30.44
20120306   11428    -17.00    319.17     399.0       19.20
20120307   11429     17.58    299.82    1646.0       -9.15
20120307   11430     20.07    315.40     282.0       13.29
20120305   11431    -28.58     16.28      39.0       33.31
20120314   11432     13.43    220.08     111.0        0.39
20120313   11433     12.07    199.46     213.0      -38.91
20120320   11434    -20.77    208.36     145.0       14.14
20120318   11435    -25.82    219.29     258.0       11.30
20120318   11436    -12.55    133.67      11.0        7.97
20120317   11437    -34.64    167.70      10.0       -2.09
20120322   11438    -14.48     73.60      86.0       19.28
20120319   11439     24.52    224.83      29.0       20.23
20120322   11440    -25.68    156.13      58.0       11.50
20120322   11441    -28.46    175.18      10.0        7.73
20120330   11442     12.01     66.31     125.0      -22.79
20120325   11443     15.93     52.27       7.0      -54.41
20120324   11444     19.64     66.13      59.0      -14.37
20120325   11445    -22.78     26.98     336.0        6.32
20120324   11446     23.20    104.45      16.0       28.67
20120327   11447    -24.39    106.25      32.0       11.27
20120329   11448    -17.31    342.59      28.0       11.18
20120401   11449    -18.73     44.58      57.0       -5.89
20120406   11450     13.76    327.79     294.0       20.05
20120404   11451     16.53    303.19      13.0        2.40
20120404   11452     17.82    286.66      69.0       11.68
20120402   11453    -17.37    330.06      26.0       14.63
20120412   11454    -13.01    159.80      16.0       56.74
20120413   11455      6.37    206.13     158.0        6.20
20120412   11456    -19.68    218.45      10.0       -1.58
20120413   11457     20.62    144.59      38.0        9.70
20120416   11458      6.96    106.51       9.0        3.30
20120422   11459    -15.41     94.50     661.0       12.47
20120421   11460     15.18    108.29     714.0        7.32
20120419   11461     11.79     69.76      50.0      -26.19
20120421   11462    -24.31    140.25     683.0       -5.31
20120420   11463    -26.25    160.88     140.0        7.87
20120419   11464     22.47    107.50      14.0        8.43
20120423   11465    -17.26     54.79     474.0      -10.44
20120429   11466     11.68     42.91     215.0      -11.10
20120427   11467     11.66    330.14      60.0      -70.14
20120426   11468      9.85     31.61     119.0        1.99
20120503   11469    -25.80    332.06     161.0       28.85
20120504   11470    -16.49    285.37      69.0        4.27
20120502   11471    -21.69    278.27     429.0        0.97
20120430   11472    -28.04    294.65     105.0        4.34
20120502   11473    -20.26    349.12     113.0       35.04
20120507   11474     15.30    227.29      18.0       32.06
20120505   11475      5.37    220.39      17.0       35.88
20120507   11476     10.87    183.48    1465.0       10.17
20120510   11477    -22.17    143.91     119.0       30.46
20120511   11478    -24.04    135.24     139.0       43.27
20120516   11479     14.24    110.47     114.0       -8.97
20120510   11480    -15.77    186.09       8.0        1.14
20120515   11481    -10.13     90.38      35.0       -5.11
20120519   11482     14.69    102.54     496.0      -13.69
20120520   11483    -24.50    100.76      59.0       -4.72
20120519   11484     10.51     72.48     436.0       -0.27
20120516   11485    -19.27     59.36      37.0        5.49
20120519   11486     16.37     19.06     275.0      -11.31
20120520   11487     19.55     63.48      17.0       -8.20
20120528   11488     11.12    339.63      50.0       11.56
20120529   11490    -13.24    308.70     259.0        6.37
20120526   11491     22.17     20.97      99.0      -31.17
20120527   11492    -13.14    278.41     347.0        8.50
20120602   11493     14.31    209.44     282.0      -13.66
20120606   11494    -16.91    199.12     269.0       25.58
20120602   11495    -14.07    251.49      31.0       19.42
20120603   11496     13.05    192.80     179.0      -20.15
20120606   11497    -21.05    224.42     299.0        8.72
20120603   11500      9.92    253.04      38.0       29.80
20120604   11501      6.63    204.58       5.0      -39.09
20120604   11502    -17.34    178.42      16.0        1.74
20120605   11503     10.80    244.46      15.0        5.76
20120618   11504    -16.34     86.30    1104.0       -6.91
20120612   11505     -9.13     87.20     168.0        2.66
20120612   11506     11.05     75.52     216.0      -31.56
20120615   11507    -26.92    109.57     410.0       13.83
20120616   11509    -15.64    104.04       9.0       11.90
20120619   11510    -16.03     18.59      12.0        1.68
20120622   11511     14.78    358.06      21.0       16.31
20120628   11512    -15.55    264.60     405.0        8.16
20120704   11513     15.91    220.52     322.0        5.63
20120628   11514    -15.07    219.40      97.0       21.36
20120707   11515    -16.19    208.02    1564.0        9.97
20120630   11516     13.93    205.58      80.0       16.33
20120702   11517     19.54    195.94     257.0       12.60
20120706   11518      9.57    118.76      50.0       -3.33
20120707   11519    -15.27    108.33     110.0       26.57
20120709   11520    -16.28     83.64    2341.0        1.61
20120714   11521    -20.89     99.29     595.0      -16.49
20120715   11522     12.12    101.08      40.0       17.09
20120718   11523    -28.24     49.82     129.0       -7.39
20120717   11524    -17.77    320.06     132.0       65.19
20120726   11526    -16.72    264.08      32.0      -31.45
20120729   11527     25.28    222.79       4.0       38.16
20120725   11528     17.13    225.21      81.0        5.85
20120729   11530    -16.61    214.17     376.0       40.15
20120726   11531     14.56    308.73      35.0       14.89
20120730   11532    -20.45    180.40     832.0       18.17
20120728   11533    -28.45    219.80      51.0       -0.54
20120730   11534     18.91    172.03      11.0       47.62
20120801   11535     18.51    135.14     237.0        4.23
20120803   11537     12.30    109.27      81.0      -63.32
20120802   11538    -22.56    115.31     403.0       -6.74
20120803   11539    -22.64    102.86      69.0       14.88
20120805   11540    -26.44     89.21     179.0        4.57
20120806   11541    -19.75     78.86      10.0       47.97
20120808   11542    -13.88     29.36     364.0       28.85
20120816   11543     22.44     21.22     452.0      -22.90
20120810   11544    -30.06     71.73     158.0       10.90
20120813   11545    -13.28     62.40      23.0       20.13
20120821   11546     15.77    261.90      58.0      -77.74
20120817   11547      5.39    298.57      33.0      -13.31
20120820   11548     19.32    234.45      64.0        5.88
20120819   11549    -17.35    324.26      20.0       30.18
20120821   11551     11.97    281.80      45.0        8.07
20120823   11552    -17.75    209.74      56.0       34.19
20120902   11553    -20.96    178.37     347.0       -2.43
20120825   11554     15.95    216.12     226.0       13.46
20120827   11555      8.44    145.01     326.0       -0.72
20120828   11557     17.20    150.17       3.0       82.23
20120902   11558     15.25    116.54      19.0       23.34
20120902   11560      3.34    127.58     447.0      -24.25
20120831   11561    -11.73    133.37      49.0       23.00
20120907   11562    -21.25    105.15     346.0       -7.73
20120901   11563    -25.91     79.86     104.0       -2.38
20120904   11564    -13.12     68.67     402.0       24.33
20120904   11565     10.78     75.46      96.0      -12.27
20120908   11566     22.75     16.60     102.0       15.76
20120908   11567     16.12    349.02     105.0       11.34
20120909   11568    -10.28     44.57      76.0        5.66
20120914   11569    -12.53    298.83     266.0        4.14
20120912   11570    -12.30      9.71      12.0       -0.53
20120913   11571    -12.90    278.34     187.0       -4.25
20120925   11573     15.53    220.30      72.0        0.44
20120917   11574    -23.75    302.16      25.0       29.92
20120920   11575      7.98    182.69     462.0        2.41
20120921   11576    -21.22    175.49      87.0      -12.31
20120923   11577      8.85    161.02     119.0        0.05
20120924   11578     20.53    168.78      13.0      -22.43
20120929   11579     -9.74    106.93     292.0      -13.03
20120927   11580     16.56     95.61      26.0        5.97
20120925   11581     21.22    160.95      33.0       -0.62
20120930   11582    -12.18     83.94     428.0      -16.56
20120928   11583     12.29    187.08      64.0       15.56
20121001   11584    -23.01     71.29      78.0       21.50
20121004   11585    -17.83      8.19     304.0       26.05
20121009   11586    -12.37    302.61     124.0       20.98
20121009   11588      7.66     40.43      21.0        1.31
20121011   11589     12.80    265.10     433.0       13.89
20121013   11590    -29.65    256.54      66.0       71.56
20121015   11591      7.35    228.64     350.0        0.04
20121014   11592     23.40    254.35      27.0        4.93
20121017   11593     16.53    185.99      59.0       14.30
20121016   11594    -27.48    200.24      98.0       19.31
20121017   11595    -13.48    276.28       5.0       -3.02
20121021   11596      7.26    150.68     581.0      -18.69
20121020   11597    -21.50    252.37      98.0       10.18
20121024   11598    -12.11    112.51     654.0       14.82
20121029   11599    -11.30     86.68     187.0        4.74
20121029   11600      8.63    129.73      22.0       21.71
20121029   11601    -10.80     66.88       6.0      -18.74
20121101   11602    -19.27     12.97      85.0       -5.45
20121101   11603      8.80     55.06       6.0        4.61
20121103   11604      8.22    323.54      13.0       12.64
20121104   11605     16.75    334.31      15.0      -15.25
20121104   11606    -16.56    311.53      22.0       49.61
20121106   11607     11.92     31.08      61.0        7.34
20121106   11608    -20.94    281.58      35.0       18.42
20121108   11609    -14.93    260.27      57.0        4.41
20121112   11610    -23.78    261.79     361.0        0.39
20121113   11611     12.03    240.13     317.0       -1.43
20121112   11612      6.85    230.17     105.0       77.70
20121113   11613    -23.88    207.68     294.0       -5.32
20121113   11614     14.69    193.66     406.0       10.18
20121113   11615      7.84    207.30      33.0       14.93
20121115   11616     19.11    164.95      93.0       -1.56
20121115   11617    -17.94    218.02      15.0       14.42
20121123   11618      7.82    133.90     666.0       11.10
20121119   11619     10.10    172.16     324.0        8.59
20121128   11620    -13.24     99.01     678.0       13.09
20121126   11621     15.19     17.39     216.0      -26.62
20121125   11622    -23.82     50.29      29.0       27.44
20121129   11623      8.30    340.58     437.0       -0.69
20121127   11624     20.81     32.97       8.0       39.68
20121130   11625     13.55    339.77     164.0        7.78
20121203   11626     12.86    298.87       4.0       -8.89
20121204   11627    -15.12    319.10       6.0       19.95
20121209   11628      8.61    245.67       7.0      -36.91
20121214   11629     10.62    238.96     231.0        7.78
20121211   11630     18.43    254.09      92.0        7.77
20121216   11631     19.22    225.64     256.0       13.15
20121213   11632     16.75    232.01      16.0      -21.38
20121217   11633     -6.09    110.18     443.0      -14.58
20121218   11634    -12.32    108.90     119.0        5.42
20121220   11635     10.53     62.88     356.0        6.81
20121231   11636     13.51    339.97      32.0       -3.31
20121228   11637      5.96    344.54       6.0      -27.37
20121230   11638     12.76    308.16     215.0        6.09
20121229   11639    -16.67    308.93      87.0       -2.45
20130105   11640     27.66    322.44     701.0        4.43
20130102   11641      3.62    278.74      71.0       -2.42
20130105   11642    -24.21    251.30     167.0        4.18
20130102   11643    -14.86    253.36      12.0       -3.08
20130105   11644     15.03    238.67      86.0        5.92
20130103   11645    -13.02    290.80      63.0       -6.87
20130105   11646     13.09    229.77     105.0       11.29
20130105   11647     15.47    327.78      53.0       20.94
20130105   11648      4.30    221.31      82.0      -22.41
20130108   11649    -15.20    202.25     125.0       30.14
20130107   11650    -28.93    193.66     322.0        9.11
20130106   11651     20.34    224.08      10.0       -2.46
20130109   11652     19.83    182.97     532.0        3.19
20130107   11653      8.42    184.72      47.0        7.25
20130112   11654      7.53    149.22    1571.0       14.40
20130110   11655    -20.57    206.99      28.0       26.72
20130112   11656     22.23    127.40      81.0        7.85
20130111   11657    -17.07    158.69       6.0       -0.54
20130116   11658    -12.71     94.39     209.0        4.09
20130118   11659      4.61     49.63       3.0       14.73
20130122   11660     12.18     65.87     363.0       -1.48
20130123   11661     12.63    337.00      41.0      -35.21
20130127   11662     27.53    317.61      94.0       30.86
20130129   11663     -9.92    301.79     125.0       13.33
20130127   11664     30.17     22.40      36.0       -5.73
20130203   11665     10.63    241.57     263.0       -0.77
20130131   11666    -24.60    243.45       4.0       40.72
20130203   11667     22.53    197.22     359.0        2.07
20130203   11668     11.55    255.06      61.0       27.84
20130207   11669      7.26    161.15      41.0      -42.16
20130210   11670     17.91    161.99     298.0       -1.34
20130217   11671     14.33     74.22     219.0       20.06
20130211   11672    -16.93     94.30      21.0      -50.41
20130219   11673    -10.19     10.63     137.0        7.00
20130215   11674     14.25     83.91       3.0      -40.89
20130217   11675     12.44     36.67     168.0        8.23
20130220   11676    -18.64    348.23      88.0       24.17
20130220   11677    -27.52    347.95       4.0       39.45
20130220   11678     10.02     69.68     600.0       -0.50
20130219   11679    -13.82    343.10       8.0       26.61
20130225   11680    -28.73    273.40      71.0      -24.94
20130227   11681     16.51    249.54      65.0       -9.67
20130301   11682    -18.84    299.63     462.0        2.61
20130302   11683    -16.51    201.74     256.0       -9.21
20130303   11685    -16.54    181.93      24.0       17.29
20130305   11686    -13.96    263.79     162.0      -12.19
20130307   11687     10.09    169.45      26.0        5.07
20130310   11689    -19.40    150.43     179.0       10.53
20130308   11690     22.57    122.05      59.0       27.22
20130315   11691     11.63    126.17     241.0       13.98
20130320   11692      8.63     75.42     542.0      -31.22
20130310   11693     17.73    168.88      18.0       19.65
20130315   11694     14.50     73.15      27.0       -6.54
20130315   11695      9.35     53.34     292.0        6.63
20130314   11696      3.96     92.81     320.0       -8.83
20130315   11697     15.04    107.51      53.0       21.90
20130316   11698    -19.24    117.60     258.0       11.87
20130318   11699    -15.87     91.34      72.0        2.79
20130318   11700    -13.22    349.82      16.0      -24.05
20130321   11701     12.20     65.90      66.0        9.41
20130324   11702      7.82     18.17      88.0       15.86
20130322   11703    -24.66     39.41      21.0       23.44
20130325   11704     14.60    255.13     170.0       84.12
20130326   11705    -12.57    281.54      44.0      -11.78
20130328   11706     -6.52    270.32      27.0       28.72
20130330   11707    -10.23    232.85      44.0       15.04
20130330   11708     10.94    190.32     106.0       14.32
20130329   11709    -32.44    268.81       9.0       48.38
20130403   11710    -21.79    198.84     144.0       18.23
20130403   11711    -18.32    157.76     712.0       13.18
20130331   11712      1.46    183.40      11.0       -5.94
20130406   11713      9.13    176.97     206.0        8.85
20130406   11714     12.71    127.71     104.0       46.92
20130405   11715     17.38    183.38      28.0       10.49
20130406   11716    -18.85    122.15      20.0       10.26
20130409   11717    -10.80     89.18      18.0       -2.33
20130412   11718     21.04    107.57     639.0       19.67
20130412   11719      9.72     75.07     380.0       -7.48
20130407   11720     10.27    136.32      13.0      -27.34
20130413   11721    -18.70     58.02     273.0       -3.98
20130417   11722    -20.55     44.59     122.0       -0.48
20130416   11723    -18.57      2.32     286.0        7.55
20130415   11724    -26.52    337.90      82.0      -22.52
20130419   11725      9.29     27.59      15.0       -6.39
20130424   11726     12.42    326.81    1325.0        9.33
20130420   11727     25.22    273.91     158.0       -2.09
20130424   11728     19.83    213.62      75.0       34.68
20130424   11729    -14.46    286.24      34.0        4.72
20130429   11730    -17.34    220.34     227.0        9.65
20130501   11731      8.89    188.47     592.0        1.44
20130501   11732    -17.93    153.16     271.0       34.15
20130428   11733    -17.20    254.17      43.0      -13.94
20130501   11734    -18.94    128.05     927.0       15.24
20130430   11735    -18.01    245.75      50.0       11.78
20130508   11736     -8.68    136.58     111.0       14.55
20130504   11737     18.63    109.27       7.0       35.58
20130506   11738     16.36     82.04      64.0       16.47
20130505   11739     12.16     75.19     244.0       24.84
20130506   11740    -20.36     67.41      42.0      -28.45
20130512   11741    -20.46     43.47      60.0        6.56
20130510   11742     29.41     17.70     105.0       19.03
20130513   11743     21.91     11.40     252.0       28.92
20130513   11744      4.20    356.78     275.0        1.38
20130513   11745     12.06    334.77     864.0       30.64
20130512   11746    -27.41    334.97     401.0      -49.95
20130516   11747    -17.81    339.24     167.0       15.35
20130516   11748     11.45    294.68     509.0      -24.67
20130516   11749    -21.59     26.56      48.0      -10.59
20130519   11750     -9.35      1.78     251.0        2.20
20130516   11751    -23.71    322.33      42.0       -2.55
20130517   11752     17.88    359.25      48.0      -16.49
20130524   11753      5.05    220.23      67.0        0.13
20130524   11754    -19.62    231.92      58.0       19.77
20130524   11755     11.19    200.90     423.0      -10.58
20130524   11756    -19.76    212.05     676.0       13.19
20130527   11757     -9.17    146.32     140.0      -58.78
20130530   11758    -21.90    126.23      20.0       20.58
20130601   11760     11.39     96.63      40.0       40.25
20130531   11761    -18.70    109.04      21.0        5.14
20130605   11762    -29.27    126.90     621.0       13.54
20130601   11763    -14.80    124.21      47.0       -4.79
20130603   11764     12.03    131.30     203.0       -6.40
20130608   11765      8.69     52.55     315.0        8.19
20130606   11766     19.34    110.67      31.0        1.54
20130609   11767    -17.07    333.59      13.0        4.40
20130615   11768    -11.58    355.30     532.0        8.56
20130615   11769    -22.74    259.76      51.0        0.19
20130617   11770    -14.03    253.76     103.0        9.88
20130620   11771    -13.35    241.95       4.0      -10.91
20130622   11772    -21.96    254.35     358.0       12.95
20130619   11773      3.33    232.83     180.0       -4.27
20130617   11774    -17.78    239.89     120.0       21.08
20130618   11775    -26.06    222.41     642.0       63.38
20130621   11776     11.01    252.98     319.0        2.16
20130623   11777    -15.30    160.97     239.0      -28.01
20130629   11778    -15.97    127.43     204.0       -2.30
20130626   11779     17.23    111.22      15.0      -30.74
20130701   11780    -11.54    145.41      59.0       17.09
20130702   11781     21.19    129.84     170.0       14.92
20130628   11782    -14.26     75.68      17.0      -19.65
20130701   11783      7.67     37.26      11.0       51.04
20130707   11784    -15.72     53.47     159.0       24.56
20130705   11785     -9.25      6.07    1221.0       -9.37
20130702   11786    -31.33     53.62      14.0       55.89
20130708   11787    -15.64    345.83     437.0       18.22
20130710   11788    -15.44     11.82      34.0       24.04
20130707   11789    -25.23    343.40      27.0       25.11
20130708   11790    -15.51    320.16       8.0      -51.06
20130715   11791    -13.59    251.68     216.0       -3.75
20130714   11792      3.41    242.26      13.0       17.35
20130719   11793     20.23    196.41     476.0       -4.49
20130715   11794     14.06    330.84      30.0       61.33
20130718   11795     -5.52    213.17       7.0       26.05
20130718   11796    -13.04    272.43      44.0       14.01
20130718   11797    -18.74    221.57      28.0      -10.14
20130718   11798    -11.83    175.73      23.0        0.36
20130722   11799    -17.95    158.92       8.0      -27.86
20130727   11800     -7.25    158.11     319.0        6.15
20130729   11801     19.42     82.76     127.0        1.91
20130723   11802     12.88    199.34       3.0       -9.70
20130723   11803     -9.31    143.78      18.0       -2.68
20130717   11804    -21.71    209.15       7.0       13.79
20130729   11805     -5.84    131.49     199.0       -8.64
20130803   11806    -13.45     41.73     209.0       21.37
20130729   11807     28.77     90.98      56.0       -9.56
20130730   11808     14.65     20.32     126.0       -8.46
20130802   11809     12.31    341.59     181.0       -7.90
20130806   11810    -25.68    334.78      87.0       25.28
20130801   11811      5.60      7.17      25.0      -25.61
20130802   11812    -11.77     82.53      30.0       24.44
20130809   11813    -13.85    322.31     115.0       -7.71
20130809   11814    -25.11    252.59      50.0       -9.41
20130808   11815      5.59      2.25      21.0      -39.56
20130810   11816    -20.75    254.55       6.0        8.11
20130814   11817    -21.41    241.70     436.0        3.51
20130814   11818     -7.52    216.45     499.0       -5.55
20130814   11819    -17.55    229.60      57.0       33.67
20130821   11820    -12.66    177.15     282.0       -1.55
20130814   11821      1.52    245.46      25.0      -15.33
20130816   11822     -8.79    152.93      30.0       18.10
20130820   11823     -7.19    139.43     181.0       44.77
20130818   11824    -14.10    194.77     138.0       -0.85
20130820   11825     15.44    185.12     157.0       13.85
20130818   11826      8.04    147.91       9.0      -23.44
20130820   11827    -18.62     98.74     237.0       26.70
